066 01,Brekov,<= 20 000,L1
985 53,Brestina,<= 20 000,L1
066 01,Brestov,<= 20 000,L1
082 05,Brestov,<= 20 000,L1
067 01,Brestov nad Laborcom,<= 20 000,L1
919 27,Brestovany,<= 20 000,L1
916 42,Brestové,<= 20 000,L1
946 17,Brestovec,<= 20 000,L1
907 01,Brestovec,<= 20 000,L1
082 03,Bretejovce,<= 20 000,L1
980 46,Bretka,<= 20 000,L1
029 53,Breza,<= 20 000,L1
972 12,Brezany,<= 20 000,L1
010 04,Brezany,<= 20 000,L1
076 12,Brezina,<= 20 000,L1
962 61,Breziny,<= 20 000,L1
091 01,Breznica,<= 20 000,L1
985 02,Breznička,<= 20 000,L1
091 01,Breznička,<= 20 000,L1
957 01,Brezolupy,<= 20 000,L1
087 01,Brezov,<= 20 000,L1
906 13,Brezová pod Bradlom,<= 20 000,L1
067 73,Brezovec,<= 20 000,L1
082 74,Brezovica,<= 20 000,L1
028 01,Brezovica,<= 20 000,L1
082 74,Brezovička,<= 20 000,L1
086 11,Brezovka,<= 20 000,L1
082 41,Brežany,<= 20 000,L1
935 02,Brhlovce,<= 20 000,L1
018 22,Briestenné,<= 20 000,L1
038 22,Brieštie,<= 20 000,L1
029 57,Brišovka,<= 20 000,L1
032 23,Brnice,<= 20 000,L1
908 85,Brodské,<= 20 000,L1
958 42,Brodzany,<= 20 000,L1
013 54,Bršlica,<= 20 000,L1
976 51,Bruchačka,<= 20 000,L1
916 25,Brunovce,<= 20 000,L1
090 31,Brusnica,<= 20 000,L1
982 65,Brusník,<= 20 000,L1
991 01,Brusník,<= 20 000,L1
976 62,Brusno,<= 20 000,L1
972 32,Brusno,<= 20 000,L1
976 62,Brusno - kúpele,<= 20 000,L1
053 73,Brutovce,<= 20 000,L1
943 55,Bruty,<= 20 000,L1
018 12,Brvnište,<= 20 000,L1
049 51,Brzotín,<= 20 000,L1
086 43,Buclovany,<= 20 000,L1
946 35,Búč,<= 20 000,L1
919 28,Bučany,<= 20 000,L1
029 57,Bučina,<= 20 000,L1
916 42,Bučkovec,<= 20 000,L1
931 01,Bučuháza,<= 20 000,L1
023 36,Budatínska Lehota,<= 20 000,L1
962 33,Budča,<= 20 000,L1
962 34,Budička,<= 20 000,L1
980 23,Budikovany,<= 20 000,L1
985 12,Budiná,<= 20 000,L1
076 77,Budince,<= 20 000,L1
038 23,Budiš,<= 20 000,L1
072 15,Budkovce,<= 20 000,L1
900 86,Budmerice,<= 20 000,L1
082 71,Budzín,<= 20 000,L1
053 04,Buglovce,<= 20 000,L1
013 61,Buková,<= 20 000,L1
919 10,Buková,<= 20 000,L1
090 22,Bukovce,<= 20 000,L1
906 14,Bukovec,<= 20 000,L1
991 02,Bukovec,<= 20 000,L1
032 23,Bukovina,<= 20 000,L1
968 01,Bukovina,<= 20 000,L1
966 01,Bukovina,<= 20 000,L1
985 51,Bukovinka,<= 20 000,L1
053 14,Bukovinka,<= 20 000,L1
986 01,Bulhary,<= 20 000,L1
082 33,Bunde,<= 20 000,L1
072 44,Bunkovce,<= 20 000,L1
991 22,Bušince,<= 20 000,L1
059 93,Bušovce,<= 20 000,L1
930 39,Búštelek,<= 20 000,L1
985 41,Buzitka,<= 20 000,L1
977 01,Bystrá,<= 20 000,L1
090 23,Bystrá,<= 20 000,L1
053 62,Bystrany,<= 20 000,L1
094 34,Bystré,<= 20 000,L1
972 45,Bystričany,<= 20 000,L1
946 38,Bystrička,<= 20 000,L1
038 04,Bystrička,<= 20 000,L1
985 24,Bystrička,<= 20 000,L1
076 13,Byšta,<= 20 000,L1
014 01,Bytča,<= 20 000,L1
966 01,Bzenica,<= 20 000,L1
082 42,Bzenov,<= 20 000,L1
956 05,Bzince,<= 20 000,L1
916 11,Bzince pod Javorinou,<= 20 000,L1
026 01,Bziny,<= 20 000,L1
962 41,Bzovík,<= 20 000,L1
962 62,Bzovská Lehôtka,<= 20 000,L1
090 33,Bžany,<= 20 000,L1
951 17,Cabaj,<= 20 000,L1
951 17,Cabaj - Čápor,<= 20 000,L1
094 14,Cabov,<= 20 000,L1
980 42,Cakov,<= 20 000,L1
076 05,Cejkov,<= 20 000,L1
010 01,Celulózka,<= 20 000,L1
080 01,Cemjata,<= 20 000,L1
090 16,Cernina,<= 20 000,L1
972 48,Cerová,<= 20 000,L1
906 33,Cerová,<= 20 000,L1
951 24,Ceroviny,<= 20 000,L1
962 52,Cerovo,<= 20 000,L1
916 11,Cetuna,<= 20 000,L1
919 43,Cífer,<= 20 000,L1
971 01,Cigeľ,<= 20 000,L1
086 02,Cigeľka,<= 20 000,L1
086 37,Cigla,<= 20 000,L1
956 37,Cimenná,<= 20 000,L1
985 22,Cinobaňa,<= 20 000,L1
908 48,Cunín,<= 20 000,L1
951 24,Čab,<= 20 000,L1
067 16,Čabalovce,<= 20 000,L1
067 02,Čabiny,<= 20 000,L1
962 51,Čabradský Vrbovok,<= 20 000,L1
974 01,Čačín,<= 20 000,L1
905 01,Čáčov,<= 20 000,L1
916 21,Čachtice,<= 20 000,L1
935 61,Čajakovo,<= 20 000,L1
935 24,Čajkov,<= 20 000,L1
935 68,Čaka,<= 20 000,L1
951 43,Čakajovce,<= 20 000,L1
985 58,Čakanovce,<= 20 000,L1
930 40,Čakany,<= 20 000,L1
094 35,Čaklov,<= 20 000,L1
946 02,Čalovec,<= 20 000,L1
986 01,Čamovce,<= 20 000,L1
951 17,Čápor,<= 20 000,L1
953 01,Čaradice,<= 20 000,L1
908 43,Čáry,<= 20 000,L1
900 89,Častá,<= 20 000,L1
946 03,Částa,<= 20 000,L1
906 04,Častkov,<= 20 000,L1
916 27,Častkovce,<= 20 000,L1
935 63,Čata,<= 20 000,L1
900 83,Čataj,<= 20 000,L1
